"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y1","Y2"
"175",2.09,6,3913.41,1345.4,6819.08,22.52,22.52,546.43,288,565.61,1.23,1,6.64,1.02,21.97,0.19,0.958353537336368,0.988722247552126
"176",5.14,15,21637,1924.33,8500.85,175.31,175.31,716.97,288,642.18,2.08,1,11.07,1.03,25.58,0.51,0.955403920992834,0.988656877558072
"177",2.09,6,4647.35,1393.46,6838.43,31.35,31.35,538.2,288,565.09,1.27,1,6.76,1.02,0,0.17,0.974001417179668,0.993318253372607
"178",7.15,21,38990.8,2678.07,9125.45,332.29,332.29,843.47,288,695.02,2.97,1,15.71,1.04,45.26,0.9,0.965958558347962,0.976363869981746
"179",1.14,3,967.72,1317.53,6701.54,5.81,5.81,492.11,288,551.9,1.12,1,6.01,1.02,24.09,0.13,0.952496573385479,0.989716499547759
"180",1.14,3,7107.82,1341.28,6710.1,7.17,7.17,667.12,288,578.95,1.32,1,7.16,1.02,22.21,0.33,0.952554657239577,0.987800152363086
"181",3.14,9,8377.51,1386.75,7083.48,60.34,60.34,593.55,288,582.88,1.39,1,7.55,1.02,12.61,0.25,0.968574335861278,0.981508987601811
"182",3.14,9,8373.92,1386.72,7020.73,60.3,60.3,577.01,288,575.67,1.39,1,7.54,1.02,11.98,0.24,1.00191130211261,0.985067602333685
"183",1.14,3,3297.69,1377.22,6607.18,9.06,9.06,536.74,288,556.39,1.22,1,6.59,1.02,7.3,0.18,0.999721117725945,0.98075082263354
"184",4.16,12,14724.44,1547.47,7809.36,113.79,113.79,637.87,288,608.04,1.66,1,8.83,1.02,17.02,0.34,0.960941556264469,0.997081881544486
"185",5.14,15,21632.78,1924.33,8488.26,175.28,175.28,710.08,288,638.94,2.08,1,11.09,1.03,25.27,0.5,0.968410124710834,0.98729880516714
"186",3.14,9,8375.03,1386.74,7039.47,60.3,60.3,583.37,288,578.25,1.39,1,7.55,1.02,12.23,0.24,0.990519447337634,0.982736917193843
"187",2.09,6,6184.66,1352.65,6766.94,23.83,23.83,583.62,288,565.88,1.3,1,7,1.02,20.26,0.25,0.99616776145103,0.998003539925259
"188",2.09,6,4965.61,1394.64,6797.03,31.57,31.57,550.14,288,565.8,1.28,1,6.88,1.02,0,0.19,0.982646721634075,0.986443608360328
"189",4.16,12,14721.03,1547.46,7753.38,113.77,113.77,641.87,288,606.9,1.66,1,8.95,1.02,17.27,0.34,0.975509056347365,0.985061888553986
"190",6.18,18,29798.54,2307.21,8852.13,246.4,246.4,775.17,288,671.33,2.49,1,13.04,1.03,34.11,0.68,0.950871215849499,0.998396120598227
"191",5.14,15,21629.07,1924.34,8481.19,175.28,175.28,691.89,288,633.03,2.08,1,11,1.03,24.31,0.48,0.985227527267492,0.996300387162082
"192",1.14,3,4454.93,1411.78,6692.6,11.17,11.17,572.53,288,566.47,1.26,1,6.81,1.02,0,0.21,0.972895488029844,0.98609495147147
"193",1.14,3,1433.32,1387.75,6669.38,9.68,9.68,481.95,288,551.71,1.15,1,6.18,1.02,0.56,0.1,0.975647866858663,0.987881696084156
"194",7.15,21,38991.6,2678.07,9126.09,332.28,332.28,832.15,288,691.95,2.97,1,15.61,1.04,44.47,0.88,0.971754435309899,0.983223684498276
"195",1.14,3,1154.34,1316.51,6692.6,5.73,5.73,495.07,288,551.46,1.13,1,6.04,1.02,24.88,0.14,0.95906344312003,0.99281442238731
"196",6.18,18,29792.54,2307.37,8825.07,246.25,246.25,765.25,288,666.12,2.5,1,13.11,1.03,33.66,0.67,0.973511165240142,0.996361448281997
"197",3.14,9,8375.83,1386.74,7056.43,60.32,60.32,580.27,288,577.95,1.39,1,7.51,1.02,12.09,0.24,0.988138546687124,0.987380089571702
"198",2.09,6,4824.72,1394.28,6805.8,31.5,31.5,546.75,288,565.76,1.27,1,6.85,1.02,0,0.18,0.978065197953721,0.985259423692019
"199",4.16,12,14722.42,1547.46,7769.76,113.77,113.77,647.74,288,609.18,1.66,1,8.96,1.02,17.51,0.35,0.966326861261443,0.983876105453662
"200",9.3,27,72772.21,3560.41,9758.15,644.83,644.83,1068.55,288,776.23,4.52,1,22.57,1.05,88.59,1.75,0.979966185946594,0.991909102558705
"201",9.3,27,72759.18,3560.37,9732.69,645.05,645.05,1063,288,773.09,4.55,1,22.96,1.05,88.68,1.76,0.994921756793127,0.982953582058466
"202",5.14,15,21625.6,1924.32,8464.99,175.22,175.22,704.55,288,634.97,2.09,1,11.17,1.03,25.07,0.5,0.988165003756099,0.983882811992551
"203",6.18,18,29790.32,2307.49,8819.41,246.23,246.23,789.52,288,672.53,2.51,1,13.32,1.03,35.16,0.7,0.96274035416919,0.98171748329856
"204",9.3,27,72769.98,3560.41,9772.38,645.09,645.09,1092.85,288,783.22,4.5,1,22.62,1.05,90.55,1.79,0.961437337444044,0.985956950104986
"205",4.16,12,14719.87,1547.45,7732.68,113.75,113.75,645.34,288,607.01,1.66,1,9.01,1.02,17.45,0.35,0.979805854851461,0.979679156551809
"206",2.09,6,6812.26,1363.57,6826.03,25.89,25.89,631.86,288,580.18,1.32,1,7.22,1.02,16.83,0.29,0.949261688247304,0.979075370553352
"207",3.14,9,8378.8,1386.76,7117.59,60.35,60.35,579.43,288,579.89,1.39,1,7.43,1.02,12.02,0.24,0.971264611936687,0.995765144266395
"208",4.16,12,14724.89,1547.47,7813.23,113.81,113.81,644.94,288,610.15,1.66,1,8.87,1.02,17.34,0.34,0.954935904012282,0.992026517619677
"209",9.3,27,72761.65,3560.37,9729.67,645.06,645.06,1053.14,288,770.42,4.55,1,22.89,1.05,87.8,1.74,1.00172461525783,0.985585919048466
"210",9.3,27,72770.69,3560.41,9761.48,645.12,645.12,1078.64,288,778.95,4.51,1,22.63,1.05,89.48,1.77,0.973528011437878,0.987516568351301
"211",3.14,9,8381.08,1386.77,7158.98,60.38,60.38,588.76,288,584.16,1.39,1,7.43,1.02,12.38,0.25,0.951268400773867,0.994711104222258
"212",9.3,27,72768.52,3560.39,9742.93,644.76,644.76,1055.34,288,771.84,4.53,1,22.68,1.05,87.7,1.74,0.993842519539006,0.989810273516064
"213",7.15,21,38983.21,2678.09,9131.91,332.19,332.19,850.6,288,698.64,2.96,1,15.65,1.04,45.61,0.9,0.953143428118346,0.976998420533958
"214",8.21,24,50994.39,3087.51,9307.58,438.08,438.08,924.78,288,732.13,3.59,1,18.51,1.04,60.48,1.2,0.97577465404493,0.986676671031898
"215",4.16,12,14718.21,1547.45,7726.17,113.74,113.74,621.44,288,600.14,1.66,1,8.86,1.02,16.35,0.32,0.998367920368378,0.995775613053326
"216",3.14,9,8379.15,1386.76,7120.49,60.35,60.35,587.76,288,582.49,1.39,1,7.47,1.02,12.36,0.25,0.962858295069371,0.990749099209137
"217",1.14,3,3051.35,1336.39,6615.51,6.71,6.71,538.88,288,554.88,1.2,1,6.47,1.02,22.76,0.19,0.991713227294827,0.98626666211736
"218",8.21,24,50993.66,3087.5,9313.91,438.07,438.07,911.04,288,730.21,3.57,1,18.22,1.04,59.18,1.17,0.974036511973405,0.998516083998179
"219",6.18,18,29790.62,2307.45,8817.61,246.27,246.27,755.47,288,662.65,2.51,1,13.08,1.03,33.1,0.66,0.984560601908125,1.00191363787379
"220",8.21,24,50994.34,3087.51,9307.72,437.97,437.97,926.5,288,732.6,3.59,1,18.52,1.04,60.62,1.2,0.974664306742686,0.985841569241285
"221",4.16,12,14718.88,1547.45,7717.78,113.75,113.75,644.86,288,606.27,1.66,1,9.03,1.02,17.44,0.35,0.984702099991049,0.977820441776325
"222",3.14,9,8380.17,1386.76,7138.73,60.37,60.37,592.66,288,584.61,1.39,1,7.47,1.02,12.54,0.25,0.953030701986783,0.989662808855293
"223",7.15,21,38997.82,2678.07,9124.59,332.27,332.27,803.1,288,683.21,2.98,1,15.41,1.04,42.49,0.84,0.991803332780506,1.00092991226748
"224",4.16,12,14721.3,1547.46,7751.07,113.77,113.77,651.68,288,609.49,1.66,1,9.02,1.02,17.72,0.35,0.96971571901316,0.977604175205433
"225",3.14,9,8374.84,1386.73,7042.87,60.31,60.31,571.19,288,574.74,1.39,1,7.48,1.02,11.73,0.23,1.00059939298049,0.991629467155289
"226",8.21,24,50996.97,3087.61,9321.79,438.02,438.02,935.64,288,738.52,3.57,1,18.34,1.04,60.97,1.21,0.954205272109703,0.991304789243539
"227",8.21,24,50993.89,3087.51,9315.72,438,438,914.76,288,731.64,3.57,1,18.22,1.04,59.43,1.18,0.970087652473334,0.998782432880121
"228",2.09,6,3672.76,1385.4,6835.16,29.8,29.8,514.43,288,561.55,1.23,1,6.58,1.02,0,0.14,0.970233848600224,0.991705298028984
"229",3.14,9,8375.99,1386.74,7057.33,60.31,60.31,585.66,288,579.58,1.39,1,7.54,1.02,12.31,0.24,0.983212868011478,0.983301357872444
"230",9.3,27,72771.59,3560.43,9784.7,645.12,645.12,1103.61,288,786.8,4.49,1,22.52,1.05,91.23,1.81,0.950887944637257,0.988985461318958
"231",2.09,6,6213.81,1390.41,6816.26,30.81,30.81,578.88,288,569.58,1.32,1,7.05,1.02,0.09,0.23,0.983462067557702,0.996416682172406
"232",5.14,15,21623.78,1924.31,8457.83,175.21,175.21,710.84,288,636,2.09,1,11.26,1.03,25.44,0.5,0.989420083388805,0.975483083101954
"233",4.16,12,14721.06,1547.46,7750.24,113.76,113.76,647.64,288,608.36,1.66,1,8.99,1.02,17.53,0.35,0.972331541158264,0.981010217271684
"234",6.18,18,29762.61,2306.76,8800.26,246,246,756.67,288,661.52,2.51,1,13.18,1.03,33.25,0.66,0.994330396326406,0.99419661808179
"235",6.18,18,29762.72,2306.75,8801.3,245.95,245.95,754.05,288,660.86,2.51,1,13.15,1.03,33.08,0.66,0.995102734695136,0.99689368803828
"236",3.14,9,8374.5,1386.73,7026.91,60.3,60.3,587.38,288,578.97,1.39,1,7.59,1.02,12.4,0.25,0.990877064938608,0.978688494691761
"237",1.14,3,3796.26,1334.46,6619.62,6.65,6.65,568.63,288,560.35,1.22,1,6.63,1.02,24.24,0.22,0.98137923983588,0.980449645601376
"238",6.18,18,29781.49,2307.39,8814.61,246.17,246.17,772.74,288,667.36,2.51,1,13.22,1.03,34.16,0.68,0.975496226860343,0.990123443331702
"239",9.3,27,72765.08,3560.38,9740.69,644.74,644.74,1061.81,288,773.31,4.54,1,22.8,1.05,88.38,1.75,0.991570422512895,0.986892361968794
"240",7.15,21,38993.51,2678.08,9127.4,332.31,332.31,808.55,288,685.47,2.97,1,15.4,1.04,42.82,0.85,0.98435694842361,0.998886591728686
"241",4.16,12,14718.89,1547.45,7733.16,113.73,113.73,625.29,288,601.5,1.66,1,8.88,1.02,16.52,0.33,0.993820941504671,0.994138495769409
"242",6.18,18,29764.22,2306.85,8808.55,245.95,245.95,763.78,288,664.3,2.51,1,13.18,1.03,33.64,0.67,0.984318271655606,0.993790231291016
"243",2.09,6,4615.05,1344.25,6757.84,22.28,22.28,541.72,288,558.82,1.25,1,6.71,1.02,22.35,0.2,0.999187745831051,1.00135944346731
"244",9.3,27,72773.21,3560.43,9777.8,644.78,644.78,1091.65,288,783.4,4.49,1,22.5,1.05,90.29,1.79,0.95892644818827,0.988906052590429
"245",3.14,9,8373.92,1386.72,7016.12,60.29,60.29,585.18,288,577.92,1.39,1,7.59,1.02,12.31,0.24,0.99593294328,0.978290510178702
"246",4.16,12,14718.03,1547.45,7723.79,113.74,113.74,619.74,288,599.57,1.66,1,8.86,1.02,16.28,0.32,1.00085829308259,0.996306013993152
"247",8.21,24,50995.17,3087.56,9318.22,437.97,437.97,931.51,288,736.56,3.57,1,18.37,1.04,60.73,1.2,0.96003983476984,0.989269160113281
"248",6.18,18,29762.35,2306.75,8802.28,245.94,245.94,760.78,288,662.89,2.51,1,13.2,1.03,33.49,0.66,0.990459121631474,0.992094964972627
"249",4.16,12,14724.47,1547.47,7801.11,113.79,113.79,650.19,288,611.11,1.66,1,8.92,1.02,17.59,0.35,0.954785266949095,0.987101809175308
"250",1.14,3,431.23,1333.26,6690.08,6.58,6.58,454.47,288,544.34,1.1,1,5.85,1.02,14.45,0.09,0.97359387235553,0.998678767894937
"251",4.16,12,14716.2,1547.44,7693.24,113.71,113.71,635.99,288,602.83,1.67,1,9.02,1.02,17.07,0.34,1.00077050222851,0.982272886359904
"252",5.14,15,21635.87,1924.35,8502.95,175.29,175.29,699.34,288,637.37,2.08,1,10.94,1.03,24.62,0.49,0.965592500574472,1.00095876083766
"253",8.21,24,50993.39,3087.48,9308.17,438.08,438.08,907.05,288,727.71,3.58,1,18.29,1.04,59.01,1.17,0.982863449773311,0.997325592714023
"254",9.3,27,72769.14,3560.39,9741.61,645.06,645.06,1052.35,288,771.01,4.53,1,22.66,1.05,87.45,1.73,0.996521925883592,0.990453878940156
"255",1.14,3,1164.76,1315.26,6693.49,5.68,5.68,498.51,288,552.36,1.13,1,6.05,1.02,25.69,0.14,0.955519360691973,0.991091144964585
"256",4.16,12,14718.48,1547.45,7719.98,113.75,113.75,633.86,288,603.34,1.66,1,8.96,1.02,16.94,0.34,0.992029132638574,0.985767885762855
"257",1.14,3,4026.56,1330.33,6623.74,6.47,6.47,584.56,288,563.7,1.23,1,6.7,1.02,26.16,0.24,0.973433322501283,0.9771193886272
"258",9.3,27,72766.04,3560.4,9769.54,644.73,644.73,1098.44,288,784.31,4.51,1,22.75,1.05,91.16,1.8,0.959694048459239,0.982640883671856
"259",2.09,6,3598.39,1384.72,6813,29.67,29.67,515.38,288,561.59,1.23,1,6.61,1.02,0,0.14,0.973754579163857,0.987688994666481
"260",3.14,9,8380.19,1386.76,7135.64,60.37,60.37,596.01,288,585.5,1.39,1,7.49,1.02,12.68,0.25,0.950813617994904,0.986915772232618
"261",1.14,3,4470.98,1371.08,6616.69,8.72,8.72,574.78,288,562.42,1.25,1,6.81,1.02,8.19,0.22,0.992015668115675,0.97779828079512
"262",4.16,12,14723.53,1547.46,7781.02,113.79,113.79,659.11,288,612.74,1.66,1,9.01,1.02,18.02,0.36,0.95489709580538,0.977865472910482
"263",8.21,24,50996.93,3087.6,9314.64,438.12,438.12,939.11,288,737.54,3.58,1,18.54,1.04,61.47,1.22,0.96145926045769,0.982265720016464
"264",4.16,12,14718.65,1547.45,7734.43,113.74,113.74,620.63,288,600.25,1.66,1,8.84,1.02,16.3,0.32,0.996268141908507,0.997806238096663
"265",9.3,27,72767.91,3560.41,9752.52,644.91,644.91,1069.81,288,776.12,4.52,1,22.69,1.05,88.86,1.76,0.981844077019389,0.987108656974872
"266",7.15,21,39000.18,2678.05,9120.91,332.41,332.41,819.88,288,687.18,2.98,1,15.61,1.04,43.74,0.87,0.98642008032722,0.986818027595441
"267",2.09,6,6458.99,1356.15,6817.12,24.53,24.53,622.33,288,578,1.31,1,7.15,1.02,20.39,0.28,0.953246197916497,0.981099985410823
"268",7.15,21,38983.65,2678.09,9131.41,332.15,332.15,851.64,288,698.82,2.97,1,15.67,1.04,45.69,0.91,0.953337391095097,0.97884388428439
"269",5.14,15,21632.38,1924.34,8490.72,175.3,175.3,699.87,288,636.28,2.08,1,11.01,1.03,24.71,0.49,0.97366463362965,0.994959126587457
"270",1.14,3,7363.8,1360.55,6707.52,8.21,8.21,661.19,288,577.59,1.33,1,7.2,1.02,12.54,0.33,0.962488989727834,0.992695138444418
"271",7.15,21,38988.28,2678.07,9128.52,332.25,332.25,835.51,288,693.5,2.97,1,15.59,1.04,44.65,0.88,0.966406674716652,0.984047501426072
"272",9.3,27,72773.84,3560.41,9754.91,644.84,644.84,1058.59,288,773.53,4.52,1,22.5,1.05,87.72,1.74,0.986641656793479,0.995348529563598
"273",6.18,18,29761.57,2306.77,8801.4,245.99,245.99,774.57,288,666.75,2.51,1,13.3,1.03,34.33,0.68,0.982203046611181,0.983780652032286
"274",4.16,12,14723.7,1547.46,7786.71,113.79,113.79,655.04,288,611.86,1.66,1,8.98,1.02,17.83,0.35,0.956258720993083,0.980743769230706
"275",9.3,27,72767.33,3560.39,9748.3,644.91,644.91,1067.41,288,775.22,4.53,1,22.73,1.05,88.73,1.76,0.985300951088659,0.987969859958289
"276",1.14,3,1093.18,1316.32,6696.39,5.75,5.75,496.13,288,552.23,1.12,1,6.04,1.02,24.89,0.14,0.952696621733047,0.988768618129398
"277",6.18,18,29793.4,2307.33,8828.23,246.25,246.25,765.22,288,666.39,2.5,1,13.1,1.03,33.64,0.67,0.971904749355308,0.997249831282367
"278",8.21,24,50993.07,3087.45,9300.44,438.1,438.1,902.27,288,724.51,3.59,1,18.4,1.04,58.83,1.17,0.994570267291547,0.993948924874061
"279",7.15,21,38985.25,2678.09,9134.16,332.11,332.11,814.41,288,688.8,2.96,1,15.33,1.04,43.08,0.85,0.971469103855107,1.00037326151891
"280",8.21,24,50993.12,3087.46,9304.37,438.09,438.09,902.45,288,725.55,3.59,1,18.32,1.04,58.74,1.16,0.989876031152441,0.997907793671127
"281",3.14,9,8375.72,1386.74,7053.25,60.32,60.32,583.53,288,578.8,1.39,1,7.53,1.02,12.23,0.24,0.986030031919045,0.984604964452919
"282",3.14,9,8374.95,1386.73,7036.96,60.3,60.3,584.17,288,578.39,1.39,1,7.56,1.02,12.26,0.24,0.990756857528525,0.981629744807009
"283",1.14,3,2917.43,1412.27,6702.93,11.09,11.09,510.06,288,554.83,1.21,1,6.42,1.02,0,0.14,0.988442367227292,0.997831344374308
"284",7.15,21,38991.81,2678.07,9126.11,332.28,332.28,830.46,288,691.47,2.97,1,15.6,1.04,44.36,0.88,0.97285281396688,0.984191745292655
"285",1.14,3,484.12,1349.37,6654.1,7.43,7.43,449.02,288,543.43,1.1,1,5.9,1.02,6.98,0.07,0.983381168866395,0.994427044399345
"286",9.3,27,72780.81,3560.44,9791.95,645.15,645.15,1090.02,288,784.32,4.47,1,22.19,1.05,89.74,1.78,0.953231368415111,0.997962859656635
"287",9.3,27,72781.42,3560.42,9780.97,644.85,644.85,1078.5,288,780.56,4.49,1,22.26,1.05,88.94,1.76,0.963788774005154,0.998776410119206
"288",2.09,6,4163.6,1391.33,6770.89,30.91,30.91,533.03,288,563.24,1.25,1,6.78,1.02,0,0.16,0.983264808574699,0.979176424098339
"289",4.16,12,14725.09,1547.47,7817.29,113.81,113.81,643.21,288,609.84,1.66,1,8.85,1.02,17.25,0.34,0.95472002271715,0.994175464091113
"290",8.21,24,50993.59,3087.47,9300.73,438,438,913.42,288,727.49,3.6,1,18.52,1.04,59.74,1.18,0.989073944873997,0.988523225327049
"291",5.14,15,21639.63,1924.36,8514.71,175.34,175.34,705.64,288,640.37,2.07,1,10.92,1.03,24.91,0.49,0.952968462040467,0.999049838933583
"292",4.16,12,14718.24,1547.45,7710.99,113.74,113.74,642.18,288,605.26,1.67,1,9.03,1.02,17.33,0.34,0.990707260697515,0.98016947904386
"293",3.14,9,8377.33,1386.75,7086.18,60.34,60.34,582.3,288,579.63,1.39,1,7.48,1.02,12.16,0.24,0.977338131271138,0.989899589113934
"294",9.3,27,72763.03,3560.37,9737.74,644.73,644.73,1062.49,288,773.28,4.54,1,22.86,1.05,88.51,1.75,0.992401183424301,0.984079812503921
"295",2.09,6,2800.71,1362.74,6759.5,25.58,25.58,506.81,288,558.89,1.2,1,6.51,1.02,10.67,0.14,0.977470851220298,0.97976681867702
"296",9.3,27,72762.38,3560.39,9769.81,644.93,644.93,1105.51,288,786,4.51,1,22.84,1.05,91.82,1.82,0.956443422614953,0.979798468708982
"297",6.18,18,29794.46,2307.31,8832.8,246.3,246.3,775.23,288,669.66,2.5,1,13.15,1.03,34.22,0.68,0.963067321685904,0.992671305468278
"298",9.3,27,72767.36,3560.4,9745.59,644.95,644.95,1061.35,288,773.53,4.53,1,22.71,1.05,88.21,1.75,0.989676520414269,0.988725275091909
"299",5.14,15,21630.94,1924.34,8486.83,175.25,175.25,694.93,288,634.47,2.08,1,10.99,1.03,24.46,0.48,0.979258108291309,0.996630801261297
"300",8.21,24,50993.06,3087.45,9297.59,437.99,437.99,911.23,288,726.14,3.6,1,18.56,1.04,59.65,1.18,0.993693794072926,0.986463113542625
"301",5.14,15,21629.73,1924.34,8482.21,175.26,175.26,695.27,288,634.1,2.08,1,11.02,1.03,24.49,0.49,0.982362642390541,0.994886999036156
"302",3.14,9,8380.83,1386.77,7157.62,60.37,60.37,583.31,288,582.48,1.39,1,7.4,1.02,12.16,0.24,0.956318157092051,0.998013910400821
"303",9.3,27,72774.14,3560.44,9787.68,644.79,644.79,1100.1,288,786.26,4.48,1,22.42,1.05,90.82,1.8,0.950378786235579,0.99036161972769
"304",1.14,3,4909.54,1411.43,6730.83,11.21,11.21,586.83,288,570.19,1.27,1,6.86,1.02,0,0.22,0.959259373347437,0.989379818717266
"305",7.15,21,38999.94,2678.05,9120.88,332.28,332.28,821.54,288,687.65,2.98,1,15.62,1.04,43.85,0.87,0.985262891586148,0.985938747955524
"306",9.3,27,72776.45,3560.39,9747.24,645.11,645.11,1042.62,288,768.97,4.53,1,22.44,1.05,86.37,1.71,0.999423941495539,1.00017563037434
"307",5.14,15,21624.85,1924.31,8461.45,175.24,175.24,709.91,288,636.12,2.09,1,11.23,1.03,25.38,0.5,0.987287266968444,0.978021377735355
"308",7.15,21,38998.99,2678.06,9122.48,332.38,332.38,813.55,288,685.73,2.98,1,15.53,1.04,43.27,0.86,0.988153761970637,0.992477254837359
"309",4.16,12,14720.79,1547.46,7752.84,113.76,113.76,639.23,288,606.15,1.66,1,8.93,1.02,17.15,0.34,0.977250705909017,0.987331433228366
"310",1.14,3,582.25,1350.45,6646.94,7.42,7.42,442.36,288,540.44,1.11,1,5.88,1.02,6.1,0.07,0.99854226452709,1.00272546110935
"311",3.14,9,8380.63,1386.77,7151.93,60.37,60.37,587.39,288,583.5,1.39,1,7.43,1.02,12.33,0.24,0.95435978944372,0.994157747105263
"312",4.16,12,14717.76,1547.44,7704.49,113.74,113.74,640.84,288,604.62,1.67,1,9.03,1.02,17.28,0.34,0.993583089966376,0.980333759441471
"313",7.15,21,38983.33,2678.08,9134.56,332.13,332.13,825.01,288,691.96,2.96,1,15.41,1.04,43.81,0.87,0.964668493420335,0.994795269473943
"314",2.09,6,3096.25,1353.13,6858.73,23.88,23.88,512.54,288,561.05,1.2,1,6.42,1.02,16.32,0.15,0.956147152550785,0.994751048946659
"315",7.15,21,38988.74,2678.08,9129.64,332.2,332.2,823.35,288,690.29,2.97,1,15.48,1.04,43.79,0.87,0.972271966337392,0.992695786026434
"316",6.18,18,29792.81,2307.4,8828.18,246.21,246.21,795.43,288,674.97,2.5,1,13.32,1.03,35.46,0.7,0.953943655731454,0.978547830428502
"317",9.3,27,72784.87,3560.74,9794.99,645.21,645.21,1091.57,288,784.97,4.47,1,22.15,1.05,89.8,1.78,0.951162913643291,0.999744511056378
"318",6.18,18,29793.63,2307.34,8829.56,246.29,246.29,773.67,288,668.93,2.5,1,13.15,1.03,34.14,0.68,0.965718328382494,0.992819049874483
"319",2.09,6,5659.9,1348.17,6844.58,23.08,23.08,595.96,288,574.03,1.28,1,6.94,1.02,22.7,0.25,0.948837165299748,0.988827897007521
"320",7.15,21,39005.44,2678.03,9118.19,332.34,332.34,811.08,288,683.98,2.99,1,15.59,1.04,43.18,0.86,0.995710419793728,0.99140669715673
"321",8.21,24,50994.24,3087.52,9313.26,438.09,438.09,920.87,288,732.57,3.58,1,18.34,1.04,60,1.19,0.970604538836615,0.993992428616276
"322",2.09,6,4899.42,1344.62,6818,22.41,22.41,578.19,288,570.77,1.26,1,6.84,1.02,23.7,0.23,0.954690489452786,0.986423545906749
"323",6.18,18,29767.07,2306.98,8810.79,245.99,245.99,766.38,288,665.24,2.51,1,13.19,1.03,33.78,0.67,0.981460322364865,0.992653137176432
"324",7.15,21,38995.38,2678.06,9123.15,332.24,332.24,831.55,288,691.07,2.98,1,15.66,1.04,44.5,0.88,0.976176675765526,0.982482693609694
"325",8.21,24,50993.98,3087.49,9304.94,438.08,438.08,923.16,288,731.05,3.59,1,18.54,1.04,60.42,1.2,0.979416090472114,0.985066923948168
"326",7.15,21,38987.7,2678.08,9130.63,332.17,332.17,823.01,288,690.43,2.97,1,15.46,1.04,43.75,0.87,0.97113702476006,0.994126555456806
"327",8.21,24,50994.99,3087.57,9325.6,438,438,929.94,288,738.1,3.56,1,18.19,1.04,60.39,1.2,0.951702741937939,0.997742787204327
"328",4.16,12,14719.51,1547.45,7724.63,113.73,113.73,647.55,288,607.28,1.66,1,9.04,1.02,17.56,0.35,0.980995044013384,0.976551707128677
"329",9.3,27,72773.37,3560.42,9776.66,644.79,644.79,1090.49,288,783.03,4.49,1,22.5,1.05,90.21,1.79,0.96004520191936,0.988994044222465
"330",7.15,21,39003.54,2678.05,9120.26,332.36,332.36,803.85,288,682.39,2.98,1,15.49,1.04,42.64,0.84,0.997191857448137,0.995278836296151
"331",1.14,3,5529.17,1398.36,6677.95,10.27,10.27,586.51,288,565.31,1.29,1,6.92,1.02,0.49,0.23,0.991815292897221,0.997240742082889
"332",7.15,21,38994.86,2678.06,9124.21,332.35,332.35,826.12,288,689.77,2.98,1,15.6,1.04,44.1,0.87,0.978127398320908,0.986522337025261
"333",4.16,12,14721.41,1547.46,7768.42,113.77,113.77,631.05,288,604.51,1.66,1,8.85,1.02,16.75,0.33,0.978079016199593,0.995568741947532
"334",3.14,9,8375.84,1386.74,7052.28,60.31,60.31,587.26,288,579.87,1.39,1,7.55,1.02,12.38,0.25,0.982884988711947,0.982570272046909
"335",3.14,9,8375.22,1386.74,7044.83,60.31,60.31,580.55,288,577.6,1.39,1,7.53,1.02,12.11,0.24,0.991647678788683,0.985402203832084
"336",2.09,6,5274.17,1395.12,6765.01,31.66,31.66,561.04,288,566.65,1.29,1,6.99,1.02,0,0.2,0.990037042402268,0.980692731255003
"337",6.18,18,29767.08,2306.97,8810.73,246.01,246.01,763.23,288,664.33,2.51,1,13.17,1.03,33.59,0.67,0.983590851084681,0.994687730966446
"338",2.09,6,4372.81,1343.51,6722.68,22.15,22.15,545.87,288,559.83,1.25,1,6.75,1.02,23.13,0.2,1.000444460118,0.992431364545371
"339",6.18,18,29762.97,2306.79,8806.42,245.94,245.94,761.21,288,663.37,2.51,1,13.18,1.03,33.49,0.66,0.987594606216231,0.993532285451666
"340",4.16,12,14724.64,1547.47,7810.58,113.8,113.8,643.15,288,609.55,1.66,1,8.86,1.02,17.26,0.34,0.956772357871067,0.993223700376199
"341",7.15,21,38988.29,2678.08,9127.4,332.17,332.17,846.19,288,696.27,2.97,1,15.7,1.04,45.41,0.9,0.961850620181712,0.976771949079206
"342",7.15,21,38995.11,2678.07,9125.93,332.31,332.31,809.88,288,685.5,2.98,1,15.44,1.04,42.94,0.85,0.985726812349341,0.998463713933261
"343",7.15,21,38979.75,2678.08,9138.54,332.17,332.17,823.71,288,692.55,2.96,1,15.33,1.04,43.63,0.86,0.960083960866874,0.999649663188887
"344",3.14,9,8378.3,1386.75,7104.22,60.34,60.34,585.86,288,581.34,1.39,1,7.48,1.02,12.29,0.24,0.969206364335416,0.989317219018065
"345",8.21,24,50995.81,3087.59,9324.81,438.05,438.05,931.97,288,738.4,3.56,1,18.23,1.04,60.58,1.2,0.951853474603268,0.99506236062472
"346",9.3,27,72779.06,3560.43,9773.36,645.1,645.1,1070.61,288,777.99,4.5,1,22.3,1.05,88.39,1.75,0.971836785298256,0.999473547207
"347",8.21,24,50994.09,3087.5,9309.53,438.02,438.02,917.85,288,730.84,3.58,1,18.39,1.04,59.86,1.19,0.97634000690037,0.991473713597675
"348",9.3,27,72755.51,3560.35,9730.24,644.81,644.81,1069.6,288,774.59,4.55,1,23.08,1.05,89.37,1.77,0.991882781835615,0.97751426262739
